company,description,location,title,salary,job site
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$50,700 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$51,592 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$53,086 ",Simplyhired
