,title,jobtype,description,location,salary,job site
183,Data Scientist,Remote,"Collaborate closely with engineers, data scientists and team leads across the mission to build and promote shared methods to take data advised decisions.","New York, NY•Remote",,Indeed
184,Data Scientist,,Has a strong quantitative science background.Develop novel analytics for visualizing and interpreting single-cell omics data.,"Tampa, FL 33612",,Indeed
185,Data Engineer,Remote,"Collaborate with engineers, product managers, and data scientists to understand data needs, representing key data insights visually in a meaningful way.",Remote+3 locations•Remote,,Indeed
186,Data Analyst ,,Acquire data from primary or secondary data sources and maintain databases/data systems to empower operational and exploratory analysis.,"Fremont, CA",,Indeed
187,Data Scientist,,This is a great opportunity for fresh MS and PhD graduates who want to start their career in data science.Experience in data manipulation and cleaning.,"Birmingham, AL",,Indeed
188,Data Scientist,Remote,"Additionally, the person would work with cross-functional partners and other data scientists across Instagram and Facebook, communicating findings and…",Remote+1 location•Remote,,Indeed
189,Data Analyst ,,Create data annotation polygons using custom image marking tools.Current or prior experience working with external USB drives and transferring data.,"Tewksbury, MA 01876",,Indeed
190,Data Scientist,,Develop data modeling and data driven solutions based on business requirements.Define data quality gaps and make recommendations.,"Richfield, MN+4 locations",,Indeed
191,Data Science professor,,"The ideal candidate will have a broad knowledge of data analytics, with a strong interest in teaching to multidisciplinary, liberal arts audiences, including…","Williamsburg, VA 23187",,Indeed
192,Data Scientist,Remote,Minimum of 3-years experience in the data science/machine learning field.Work with all teams within the company to identify areas where data science can…,Remote•Remote,,Indeed
193,Data Scientist,,You have experience building and leading large and geographically distributed data science teams (100+).You have a deep technical background in applied data…,"Los Gatos, CA",,Indeed
194,Data Scientist,Remote,1-3 years of experience in data science and advanced data analytics.Familiar with model and data pipelines.The Associate Data Scientist is responsible for the…,Remote•Remote,,Indeed
195,Postdoctoral Researcher,,Broader programs of research concerned with eliminating disparities in access to and/or outcomes in health that could be enhanced through application of new…,"San Antonio, TX 78249",,Indeed
196,Data Scientist,,We are seeking a passionate and talented Principal Applied Scientist who will collaborate with other scientists and engineers to leverage machine learning…,"San Diego, CA",,Indeed
197,Data Scientist,,Turn data models and algorithms into software and evaluate model effectiveness by conducting tests on large sets of historical data.,"Herndon, VA",,Indeed
198,Data Science professor,Remote,We are seeking qualified applicants possessing current knowledge and teaching experience in all aspects of Data Analytics and Data Science including: Data…,"Irvine, CA•Remote",,Indeed
199,Data Scientist,,"Transform data into actionable insights and recommendations.REST API’s to leverage disparate data sources.Processing, cleansing, and verifying the integrity…",Illinois+1 location,,Indeed
200,Data Scientist,,"Comfortable with the ambiguous; balancing data science and data art.Leverage customer specific data to drive sound omnichannel propositions, recommendations,…",Remote,,Indeed
201,Data Scientist,,"5+ years of data science experience in business setting including collaborating with business partners to understand problems, gather business requirements,…","Woonsocket, RI",,Indeed
202,Statistician,,Experience tracking full statistical data for basketball games.The Statistician assists in the execution of Ultimate Hoops Basketball League by tracking full…,"Frontenac, MO 63131",,Indeed
203,Data Scientist,,Responsible for coordinating data governance efforts for data science and scientific research.Experience with production level data science systems (3 years).,"Pittsburgh, PA",,Indeed
204,Data Analyst ,,Apply machine learning and data mining techniques to discover patterns from complex residential property data.,"San Diego, CA 92131 (Scripps Ranch area)",,Indeed
205,Data Scientist,,Collaborate with data scientists to analyze and select appropriate data models and algorithms that focus on improving clinical trials across multiple…,"Thousand Oaks, CA",,Indeed
206,Data Engineer,,"Experience with automation and improving overall data quality.Our team is responsible for building data products/capabilities on the Data Platform, that will…","Enfield, CT",,Indeed
207,Data Analyst ,,Combines data as needed from disparate data sources to complete analysis.Follows best practices and established policies in business intelligence data analysis…,"Centennial, CO",,Indeed
208,Data Science professor,,"The appointment would be made at the Visiting Assistant Professor level and carry a teaching load of 3 quarter-length courses/year, focusing on upper-division…","Santa Barbara, CA 93106",,Indeed
209,Statistician,,DUTIES OF THE POSITION: Part-time positions teaching undergraduate statistics courses including general introductory statistics along with those oriented toward…,"East Bay, CA",,Indeed
210,Data Analyst ,,"2-4 years of experience in data analysis (experience in consumer internet, digital marketing or SaaS product data a plus).","Cambridge, MA 02141 (East Cambridge area)",,Indeed
211,Data Scientist,,"This position is an opportunity to collaborate with a fast-growing and globally focused network of data scientists, machine learning engineers, and AI…","Salisbury, NC 28144+2 locations",,Indeed
212,Data Analyst ,,"Identify trends in financial data and risk factors for businesses, process large amounts of collected data and make use of increased data points to increase…","San Francisco Bay Area, CA",,Indeed
213,Data Engineer,,Deliver high quality data output under aggressive deadlines covering unique data analysis requests from a range of customers.Business level fluency in English.,"Cambridge, MA",,Indeed
214,Data Scientist,,2+ years of data science experience.Experience with multiple data science environments and tools.Create algorithms for data cleaning.,"Laramie, WY 82070",,Indeed
