title,jobtype,location,description
Data Analyst,Option for Remote Job, IL,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Analyst,Option for Remote Job, TX,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Analyst,Option for Remote Job, MI,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Engineer,Partial Remote Job,VA,"
            Work to leverage <b>data</b> and develop business insight for customers, and create white papers &amp; product demos for customers. Requires 5 years' <b>data</b> implementation experience, programming proficiency, and knowlege of related tools. Partial remote, some travel.
        "
Data Analyst,100% Remote Job,NY,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
Data Analyst,100% Remote Job, GA,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
Data Analyst,100% Remote Job, DC,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
Data Analyst,100% Remote Job, WA,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
Data Analyst,100% Remote Job, CO,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
Data Analyst,100% Remote Job, MA,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
Data Analyst,100% Remote Job, CA,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
Data Analyst,100% Remote Job, TX,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
Data Analyst,100% Remote Job, IL,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
Data Analyst,100% Remote Job, IN,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
Data Analyst,100% Remote Job, VA,"
            Remote position for a <b>data</b> and personalization solutions specialist. Will define business problems and opportunity sets, present and evaluate solution options, and help engineers deliver demos, rapid prototyping and storytelling. Need two years of exp.
        "
