title,description,state,job_site,jobtype
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,
Data Engineer,Developing highly scalable data platform and reliable pipe. O Create and maintain optimal data pipeline architecture. Must Have* : R Language skills.,CA,Simplyhired,
Data Engineer,Masterâ€™s Degree (preferred) or Bachelorâ€™s Degree in public health; data science; medical; healthcare (or similar) informatics; computer science; epidemiology;â€¦,,Simplyhired,Remote
Data Engineer,"Prepare reporting and data visualizations including interpretation of trends and patterns. Provide actionable insight into membership, product or operationalâ€¦",VA,Simplyhired,
Data Scientist,"Attention to detail, self-motivation, flexibility, and resilience are critical and data visualization skills are a plus.",MD,Simplyhired,
Statistician,"Analyze difficult statistics and other qualitative/quantitative data, particularly workforce data, FEVS data, survey data, retention, and retirement data.",DC,Simplyhired,
Data Scientist,"2+ years of hands on experience with data warehouse, BI reporting testing experience using tools like Power BI, Snowflake, Netezza, MicroStrategy.",TX,Simplyhired,
Data Analyst,"Perform hands-on work with data analysis, data visualization, data validation and quality assurance, while working as a full-time on-site staff at the customerâ€¦",DC,Simplyhired,
Data Analyst,Identify data sources needed to produce required data sets or reports and extract appropriate subsets of data. Proficient in SQL and custom queries.,PA,Simplyhired,
Data Engineer,Interest in data science and machine learning. Experience in data science and machine learning is valued. The ideal candidate will have experience in deployingâ€¦,,Simplyhired,Remote
Data Analyst,Provide detailed source analysis and data mappings/transformations to Enterprise developers to implement new data sources and integrations.,MA,Simplyhired,
Data Scientist,"Experience with state of the art deep learning techniques for various computer vision tasks including real-time object detection, segmentation, tracking,â€¦",,Simplyhired,Remote
Data Scientist,"ï‚· A Bachelorâ€™s degree in any of the following areas - statistics, data science, physics, computer science or social sciences heavy in quantitative methodologiesâ€¦",NJ,Simplyhired,
Data Engineer,Data analysis: 1 year (Preferred). Collaborate with stakeholders to integrate data mining results with existing systems. Experience with Python a plus.,,Simplyhired,Remote
Data Scientist ,Demonstrated data visualization literacy and the ability to select visualizations appropriate for a given business need.,,Simplyhired,Remote
Data Analyst,"Bachelors or equivalent experience in statistics, computer science, engineering, informatics, data science, or related field; additional business degree is aâ€¦",,Simplyhired,Remote
Data Scientist ,"As an Associate Data Scientist, you will be involved first hand with actual data science projects and writing code that matters.",TN,Simplyhired,
Data Scientist,Analyzes information using data manipulation and statistical analysis to evaluate new and existing programs and procedures.,AL,Simplyhired,
Data Scientist,"Data structures and common methods in data transformation. Strong understanding of qPCR and amplification curve data. Job Types: Full-time, Contract.",,Simplyhired,Remote
Data Scientist,Good data visualization and communication skills. This will include preparing and delivering presentations with rich data visualizations and meaningful businessâ€¦,CA,Simplyhired,
Data Scientist ,Gather and characterize data inputs and outputs for the models. Has 3-5 years of experience in python programming and 1+ years of experience using modeling andâ€¦,,Simplyhired,Remote
Data Scientist ,"Provide support in creating/coding, designing and testing pilot data-driven predictive/descriptive analytical models. Health plan: 2 years (Preferred).",,Simplyhired,
Data Scientist,Creating complex data visualizations in Tableau. Creating complex custom data queries in SQL. Creating complex data models in SAS or R or Python.,DE,Simplyhired,
Data Scientist ,We are seeking a data scientist or statistician to: Deliver a plan of action for promotions that is data driven.,,Simplyhired,
Data Scientist,Becomes expert in data warehouse and company data sources. 2+ years analyzing data and creating reports. Bachelorâ€™s degree with a data/ technical emphasis.,PA,Simplyhired,
Data Scientist,"Working knowledge of big data manipulation is plus. Design and drive the creation of new standards and best practices in the use of statistical data modeling,â€¦",,Simplyhired,Remote
Data Analyst,Handling large data sets and relational databases. Designing and maintaining data schemas and databases. Visualizing and presenting data to stakeholders usingâ€¦,VA,Simplyhired,
Data Scientist ,"Ph.D. (preferred) or M.S. degree in statistics, applied math, data science, or a related field. Lead dashboard creation to clearly communicate data and findingsâ€¦",DC,Simplyhired,
Data Engineer,Ability to manage and work with data that involves some complex transformations. Successful applicants will work on data and applications to support pharmacistsâ€¦,CA,Simplyhired,
Data Engineer,"Experience with biological and entomological data and analysis. Experience using software tools and languages (for example SAS, R, Python, SLQ, or Java) toâ€¦",MD,Simplyhired,
