title,description,state,job_site
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired
Data Engineer,"Support cloud migration of data science services Develop a deep understanding of business data sets Design efficient and standardized data structures, databaseâ€¦",MA,Simplyhired
Machine Learning,"Experience with data manipulation within a large volume of data. Data science: 3 years (Required). Knowledge of statistics, analytics, and data mining.",MD,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired
Data Analyst,"Working with raw survey data to produce clean data sets for analysis and reporting. Do you bring a strong background in survey data principles, such as:",IL,Simplyhired
Data Analyst,ï‚· Ability to input data and information into a data system. ï‚· Accurate data entry of participant information into the Well Family data system.,FL,Simplyhired
Data Analyst,"Utilizing programming languages (python, C#, java, etc.) to scrape data from websites. Rapidly growing, nationally recognized private wealth management firm isâ€¦",NC,Simplyhired
Machine Learning,"Performing quality control of curated data (data entered by third party); Masterâ€™s coursework in statistics, data science, machine learning, user experience andâ€¦",NC,Simplyhired
Data Analyst,The Business Analystâ€™s role is focused on managing the offering setup process and assisting with the content delivery work that is necessary to release contentâ€¦,,Simplyhired
Machine Learning,Has solid data science industry experience. Preferably has teaching experience alongside data science. Is a data scientist with outstanding knowledge of andâ€¦,,Simplyhired
Statistician,"Our clients generate massive amounts of scientific data via varied high throughput technologies, and such projects require systematic analysis ofâ€¦",NC,Simplyhired
Machine Learning,Proficient at creatively and efficiently developing data science solutions. Proficient with a wide variety of complex data science and engineering skills.,IN,Simplyhired
